日期,m值,沪深300收盘指数
2012-04-23,0.5637,2606.0400
2012-04-24,0.3620,2604.8700
2012-04-25,0.4773,2625.9900
2012-04-26,0.4333,2631.4900
2012-04-27,0.1820,2626.1600
2012-05-02,0.6834,2683.4900
2012-05-03,0.6046,2691.5200
2012-05-04,0.5221,2715.8800
2012-05-07,0.4064,2717.7800
2012-05-08,0.2259,2709.1200
2012-05-09,-0.4951,2657.5100
2012-05-10,-0.5769,2657.2100
2012-05-11,-0.5923,2636.9200
2012-05-14,-0.7179,2615.5300
2012-05-15,-0.5712,2617.3700
2012-05-16,-0.5743,2574.6500
2012-05-17,-0.1798,2613.9400
2012-05-18,-0.3666,2573.9800
2012-05-21,-0.1275,2587.2300
2012-05-22,0.1701,2627.5200
2012-05-23,0.0648,2616.8700
2012-05-24,-0.1012,2595.2600
2012-05-25,-0.3211,2573.1000
2012-05-28,0.1209,2614.6900
2012-05-29,0.4627,2650.8500
2012-05-30,0.3179,2642.2600
2012-05-31,0.0490,2632.0400
2012-06-01,-0.0325,2633.0000
2012-06-04,-0.6882,2559.0300
2012-06-05,-0.7032,2558.8400
2012-06-06,-0.4925,2557.4000
2012-06-07,-0.5739,2542.1800
2012-06-08,-0.5216,2524.3300
2012-06-11,-0.0544,2558.2600
2012-06-12,-0.1862,2540.1800
2012-06-13,0.1100,2580.6400
2012-06-14,-0.0388,2560.4200
2012-06-15,-0.0353,2568.0500
2012-06-18,-0.0318,2581.2100
2012-06-19,-0.3459,2558.6200
2012-06-20,-0.3152,2552.6100
2012-06-21,-0.4627,2512.1900
2012-06-25,-0.6752,2456.5200
2012-06-26,-0.6288,2454.9200
2012-06-27,-0.3649,2447.2000
2012-06-28,-0.2685,2425.7300
2012-06-29,0.2237,2461.6100
2012-07-02,0.2023,2465.2400
2012-07-03,0.1797,2468.7200
2012-07-04,0.1069,2464.9200
2012-07-05,-0.2570,2430.3700
2012-07-06,0.0611,2472.6100
2012-07-09,-0.2896,2416.0400
2012-07-10,-0.4397,2406.7100
2012-07-11,-0.1173,2425.5700
2012-07-12,0.1362,2449.1800
2012-07-13,0.0472,2450.6300
2012-07-16,-0.2442,2399.7300
2012-07-17,-0.2822,2414.2000
2012-07-18,-0.2618,2414.3300
2012-07-19,-0.2464,2424.3200
2012-07-20,-0.4489,2398.4600
2012-07-23,-0.7839,2365.4300
2012-07-24,-0.7089,2375.9900
2012-07-25,-0.6537,2360.0800
2012-07-26,-0.6715,2347.4900
2012-07-27,-0.3258,2349.1100
2012-07-30,-0.2865,2335.7900
2012-07-31,-0.1345,2332.9200
2012-08-01,0.3609,2358.6500
2012-08-02,0.1011,2334.8800
2012-08-03,0.3065,2353.7400
2012-08-06,0.5609,2385.6100
2012-08-07,0.5859,2388.8700
2012-08-08,0.4430,2389.7900
2012-08-09,0.4254,2411.7000
2012-08-10,-0.0085,2399.7500
2012-08-13,-0.5617,2351.9300
2012-08-14,-0.5679,2357.0200
2012-08-15,-0.7409,2331.6100
2012-08-16,-0.7747,2319.6700
2012-08-17,-0.7634,2313.4800
2012-08-20,-0.7611,2301.7900
2012-08-21,-0.4766,2313.7000
2012-08-22,-0.6842,2295.5900
2012-08-23,-0.5373,2302.2000
2012-08-24,-0.6947,2275.6800
2012-08-27,-0.7132,2228.2000
2012-08-28,-0.7020,2238.4100
2012-08-29,-0.5476,2214.8100
2012-08-30,-0.5876,2211.3700
2012-08-31,-0.3450,2204.8700
2012-09-03,-0.1927,2228.3700
2012-09-04,-0.4035,2204.4100
2012-09-05,-0.2471,2199.8800
2012-09-06,0.0666,2217.8200
2012-09-07,0.5423,2317.1800
2012-09-10,0.4189,2326.6700
2012-09-11,0.2867,2311.8900
2012-09-12,0.2411,2320.0700
2012-09-13,-0.0100,2298.4600
2012-09-14,0.0905,2315.5400
2012-09-17,-0.5305,2258.7100
2012-09-18,-0.5072,2235.2400
2012-09-19,-0.7043,2246.2400
2012-09-20,-0.5117,2195.9500
2012-09-21,-0.4806,2199.0600
2012-09-24,-0.4213,2215.5200
2012-09-25,-0.2655,2210.1500
2012-09-26,-0.0807,2184.8900
2012-09-27,0.1996,2251.7200
2012-09-28,0.7123,2293.1100
2012-10-08,0.4598,2270.0500
2012-10-09,0.5284,2320.1600
2012-10-10,0.1833,2324.1200
2012-10-11,0.0693,2302.5300
2012-10-12,-0.1005,2304.5300
2012-10-15,-0.1563,2294.8600
2012-10-16,-0.1396,2298.1600
2012-10-17,-0.2105,2300.8000
2012-10-18,0.4267,2336.0800
2012-10-19,0.1642,2332.4700
2012-10-22,0.1323,2341.5900
2012-10-23,-0.3195,2312.0800
2012-10-24,-0.4823,2307.7800
2012-10-25,-0.6197,2291.2400
2012-10-26,-0.5264,2247.9100
2012-10-29,-0.4688,2235.8500
2012-10-30,-0.4112,2239.8800
2012-10-31,-0.1647,2254.8200
2012-11-01,0.0479,2297.8800
2012-11-02,0.1091,2306.7700
2012-11-05,-0.0185,2301.8800
2012-11-06,-0.1024,2292.2100
2012-11-07,-0.2337,2287.5000
2012-11-08,-0.5915,2245.4100
2012-11-09,-0.6333,2240.9200
2012-11-12,-0.3387,2251.8500
2012-11-13,-0.6916,2212.4400
2012-11-14,-0.4774,2223.1100
2012-11-15,-0.6876,2193.6200
2012-11-16,-0.5499,2177.2400
2012-11-19,-0.3960,2174.9900
2012-11-20,-0.3402,2164.8800
2012-11-21,0.0482,2194.9000
2012-11-22,-0.1535,2177.5500
2012-11-23,0.0325,2192.6800
2012-11-26,-0.2907,2175.6000
2012-11-27,-0.4654,2150.6400
2012-11-28,-0.4887,2129.1600
2012-11-29,-0.3823,2115.6800
2012-11-30,0.0298,2139.6600
2012-12-03,0.0179,2108.8500
2012-12-04,0.0204,2131.4700
2012-12-05,0.7935,2207.8800
2012-12-06,0.6078,2203.6000
2012-12-07,0.6429,2246.7600
2012-12-10,0.6184,2271.0500
2012-12-11,0.4466,2258.5000
2012-12-12,0.3635,2267.7700
2012-12-13,0.1827,2242.6400
2012-12-14,0.7900,2355.8600
2012-12-17,0.8690,2366.7000
2012-12-18,0.7550,2368.1200
2012-12-19,0.5923,2371.1100
2012-12-20,0.7570,2384.8200
2012-12-21,0.6113,2372.0000
2012-12-24,0.6116,2381.2200
2012-12-25,1.0000,2448.4000
2012-12-26,0.8377,2457.6200
2012-12-27,0.7491,2444.5900
2012-12-28,0.8837,2480.0500
2012-12-31,0.8534,2522.9500
2013-01-04,0.7321,2524.4100
2013-01-07,0.6352,2535.9900
2013-01-08,0.3392,2525.3300
2013-01-09,0.2138,2526.1300
2013-01-10,0.1881,2530.5700
2013-01-11,-0.1730,2483.2300
2013-01-14,0.6136,2577.7300
2013-01-15,0.6410,2595.8600
2013-01-16,0.3596,2577.0900
2013-01-17,0.0592,2552.7600
2013-01-18,0.2777,2595.4400
2013-01-21,0.4386,2610.9000
2013-01-22,0.1597,2596.9000
2013-01-23,0.2133,2607.4600
2013-01-24,0.1850,2582.7500
2013-01-25,-0.2068,2571.6700
2013-01-28,0.6765,2651.8600
2013-01-29,0.8963,2675.8700
2013-01-30,0.7536,2688.7100
2013-01-31,0.6079,2686.8800
2013-02-01,0.7888,2743.3200
2013-02-04,0.7063,2748.0300
2013-02-05,0.5302,2771.6800
2013-02-06,0.2652,2775.8400
2013-02-07,-0.1057,2759.8700
2013-02-08,-0.0361,2771.7300
2013-02-18,-0.4369,2737.4700
2013-02-19,-0.7425,2685.6100
2013-02-20,-0.7291,2702.6400
2013-02-21,-0.5501,2610.5500
2013-02-22,-0.5969,2596.6000
2013-02-25,-0.3959,2604.9600
2013-02-26,-0.4138,2567.5900
2013-02-27,-0.3465,2594.6800
2013-02-28,0.0236,2673.3300
2013-03-01,0.1303,2668.8400
2013-03-04,-0.5575,2545.7200
2013-03-05,-0.2263,2622.8100
2013-03-06,0.1300,2650.2000
2013-03-07,-0.0962,2619.4800
2013-03-08,-0.3504,2606.9300
2013-03-11,-0.4800,2592.3700
2013-03-12,-0.6555,2555.6100
2013-03-13,-0.6912,2527.4900
2013-03-14,-0.5396,2534.2700
2013-03-15,-0.3437,2539.8700
2013-03-18,-0.4424,2502.4900
2013-03-19,-0.2556,2525.1000
2013-03-20,0.5275,2610.1700
2013-03-21,0.4075,2614.9900
2013-03-22,0.2430,2618.3100
2013-03-25,0.1381,2613.1000
2013-03-26,-0.2911,2575.0500
2013-03-27,-0.3118,2583.5300
2013-03-28,-0.8021,2499.3000
2013-03-29,-0.7873,2495.0800
2013-04-01,-0.7627,2493.1900
2013-04-02,-0.5393,2486.3900
2013-04-03,-0.3278,2483.5500
2013-04-08,-0.2937,2472.3000
2013-04-09,-0.1441,2489.4300
2013-04-10,-0.1310,2485.3100
2013-04-11,-0.2258,2477.8800
2013-04-12,-0.3507,2462.1100
2013-04-15,-0.3342,2436.8200
2013-04-16,-0.2229,2459.5900
2013-04-17,-0.0790,2458.4700
2013-04-18,0.1076,2464.8500
2013-04-19,0.5142,2533.8300
2013-04-22,0.3507,2530.6700
2013-04-23,-0.2525,2449.4700
2013-04-24,-0.1207,2495.5800
2013-04-25,-0.3591,2467.8800
2013-04-26,-0.2754,2447.3100
2013-05-02,0.0041,2449.6400
2013-05-03,0.3129,2492.9100
2013-05-06,0.6643,2525.9800
2013-05-07,0.5997,2529.9400
2013-05-08,0.5334,2542.8000
2013-05-09,0.2032,2527.7900
2013-05-10,0.2948,2540.8400
2013-05-13,-0.0883,2530.7700
2013-05-14,-0.3586,2493.3400
2013-05-15,-0.0527,2506.9300
2013-05-16,0.5712,2552.7100
2013-05-17,0.6916,2592.0500
2013-05-20,0.6176,2609.6100
2013-05-21,0.3558,2614.8500
2013-05-22,0.1084,2618.0300
2013-05-23,-0.1756,2582.8500
2013-05-24,-0.1016,2597.2300
2013-05-27,-0.0554,2599.5900
2013-05-28,0.3983,2644.3600
2013-05-29,0.3468,2642.5600
2013-05-30,0.0585,2634.3200
2013-05-31,-0.3952,2606.4300
2013-06-03,-0.5684,2602.6200
2013-06-04,-0.7311,2565.6700
2013-06-05,-0.7300,2560.5400
2013-06-06,-0.6757,2527.8400
2013-06-07,-0.6195,2484.1600
2013-06-13,-0.7576,2399.9400
2013-06-14,-0.7397,2416.7700
2013-06-17,-0.6082,2403.8400
2013-06-18,-0.4083,2418.7500
2013-06-19,-0.4088,2400.7600
2013-06-20,-0.6572,2321.4700
2013-06-21,-0.5991,2317.3900
2013-06-24,-0.6839,2171.2100
2013-06-25,-0.4503,2165.4200
2013-06-26,-0.2616,2168.3000
2013-06-27,-0.0409,2160.7400
2013-06-28,0.1830,2200.6400
2013-07-01,0.4483,2213.3200
2013-07-02,0.4588,2221.9800
2013-07-03,0.4642,2203.8300
2013-07-04,0.3170,2221.9800
2013-07-05,0.1881,2226.8500
2013-07-08,-0.0763,2163.6200
2013-07-09,-0.0577,2162.6700
2013-07-10,0.4897,2224.0600
2013-07-11,0.5655,2326.6900
2013-07-12,0.6188,2275.3700
2013-07-15,0.3135,2307.3000
2013-07-16,-0.0097,2317.8500
2013-07-17,-0.2097,2282.8400
2013-07-18,-0.0898,2245.3300
2013-07-19,-0.3046,2190.4800
2013-07-22,-0.0837,2202.1900
2013-07-23,-0.0072,2265.8400
2013-07-24,0.0934,2249.1500
2013-07-25,-0.2010,2237.6800
2013-07-26,-0.3667,2224.0100
2013-07-29,-0.5046,2175.9700
2013-07-30,-0.3299,2189.3900
2013-07-31,-0.1633,2193.0200
2013-08-01,0.4112,2245.3600
2013-08-02,0.5512,2247.2600
2013-08-05,0.4495,2278.3300
2013-08-06,0.5437,2293.6400
2013-08-07,0.4408,2280.6200
2013-08-08,0.1920,2276.7800
2013-08-09,0.2822,2286.0100
2013-08-12,0.5540,2352.7900
2013-08-13,0.3387,2359.0700
2013-08-14,0.1624,2349.0800
2013-08-15,-0.3102,2321.5800
2013-08-16,-0.2260,2304.1400
2013-08-19,-0.1793,2331.4300
2013-08-20,-0.0479,2312.4700
2013-08-21,-0.0988,2308.5900
2013-08-22,-0.0482,2303.9300
2013-08-23,-0.0923,2286.9300
2013-08-26,0.1823,2335.6200
2013-08-27,0.1756,2340.8800
2013-08-28,0.0818,2328.0600
2013-08-29,-0.1116,2318.3100
2013-08-30,-0.0710,2313.9100
2013-09-02,-0.0239,2320.3400
2013-09-03,0.5108,2354.5000
2013-09-04,0.4760,2350.7000
2013-09-05,0.3174,2341.7400
2013-09-06,0.5534,2357.7800
2013-09-09,0.7402,2440.6100
2013-09-10,0.8532,2474.8900
2013-09-11,0.7054,2482.8900
2013-09-12,0.6344,2507.4600
2013-09-13,0.1743,2488.9000
2013-09-16,0.0230,2478.3900
2013-09-17,-0.3649,2427.3200
2013-09-18,-0.4600,2432.5100
2013-09-23,-0.3410,2472.2900
2013-09-24,-0.2455,2443.8900
2013-09-25,-0.3922,2429.0300
2013-09-26,-0.5078,2384.4400
2013-09-27,-0.2707,2394.9700
2013-09-30,-0.1089,2409.0400
2013-10-08,0.2081,2441.8100
2013-10-09,0.4283,2453.5800
2013-10-10,0.2819,2429.3200
2013-10-11,0.2298,2468.5100
2013-10-14,0.3175,2472.5400
2013-10-15,0.1267,2467.5200
2013-10-16,-0.1059,2421.3700
2013-10-17,-0.3403,2413.3300
2013-10-18,-0.0283,2426.0500
2013-10-21,0.2368,2471.3200
2013-10-22,0.0109,2445.8900
2013-10-23,-0.4380,2418.4900
2013-10-24,-0.5475,2400.5100
2013-10-25,-0.5692,2368.5600
2013-10-28,-0.5354,2365.9500
2013-10-29,-0.2854,2372.0500
2013-10-30,0.3405,2407.4700
2013-10-31,-0.1307,2373.7200
2013-11-01,-0.0652,2384.9600
2013-11-04,-0.1200,2380.4500
2013-11-05,-0.0808,2383.7700
2013-11-06,-0.4454,2353.5700
2013-11-07,-0.4472,2340.5500
2013-11-08,-0.7221,2307.9500
2013-11-11,-0.6310,2315.8900
2013-11-12,-0.1472,2340.0000
2013-11-13,-0.6086,2288.1200
2013-11-14,-0.3035,2304.5000
2013-11-15,0.3475,2350.7300
2013-11-18,0.6426,2428.9000
2013-11-19,0.3135,2412.1600
2013-11-20,0.1809,2424.8500
2013-11-21,0.1156,2409.9900
2013-11-22,-0.0868,2397.9600
2013-11-25,0.0780,2388.6300
2013-11-26,0.0100,2387.4200
2013-11-27,0.2991,2414.4800
2013-11-28,0.6750,2439.5300
2013-11-29,0.4097,2438.9400
2013-12-02,0.3016,2418.7900
2013-12-03,0.2075,2442.7800
2013-12-04,0.4410,2475.1400
2013-12-05,0.1801,2468.2000
2013-12-06,-0.1700,2452.2900
2013-12-09,-0.3856,2450.8700
2013-12-10,-0.4433,2453.3200
2013-12-11,-0.5736,2412.7600
2013-12-12,-0.6461,2410.0100
2013-12-13,-0.5417,2406.6400
2013-12-16,-0.7409,2367.9200
2013-12-17,-0.8413,2356.3800
2013-12-18,-0.8011,2357.2300
2013-12-19,-0.8150,2332.4100
2013-12-20,-0.6413,2278.1400
2013-12-23,-0.5464,2284.6000
2013-12-24,-0.3663,2288.2500
2013-12-25,-0.1883,2305.1100
2013-12-26,-0.3048,2265.3300
2013-12-27,-0.0009,2303.4800
2013-12-30,-0.1199,2299.4600
2013-12-31,0.2604,2330.0300
2014-01-02,0.1250,2321.9800
2014-01-03,-0.2138,2290.7800
2014-01-06,-0.6265,2238.6400
2014-01-07,-0.6553,2238.0000
2014-01-08,-0.6572,2241.9100
2014-01-09,-0.6331,2222.2200
2014-01-10,-0.5159,2204.8500
2014-01-13,-0.4132,2193.6800
2014-01-14,-0.2215,2212.8500
2014-01-15,-0.1574,2208.9400
2014-01-16,-0.1844,2211.8400
2014-01-17,-0.4480,2178.4900
2014-01-20,-0.3657,2165.9900
2014-01-21,-0.1598,2187.4100
2014-01-22,0.4253,2243.8000
2014-01-23,0.0528,2231.8900
2014-01-24,0.3234,2245.6800
2014-01-27,-0.1300,2215.9200
2014-01-28,-0.2983,2219.8500
2014-01-29,-0.1274,2227.7800
2014-01-30,-0.4527,2202.4500
2014-02-07,-0.2158,2212.4800
2014-02-10,0.7449,2267.5300
2014-02-11,0.7714,2285.5600
2014-02-12,0.7249,2291.2500
2014-02-13,0.6206,2279.5500
2014-02-14,0.4983,2295.5700
2014-02-17,0.5627,2311.6500
2014-02-18,-0.0605,2282.4400
2014-02-19,0.4255,2308.6600
2014-02-20,-0.1885,2287.4400
2014-02-21,-0.3966,2264.2900
2014-02-24,-0.4884,2214.5100
2014-02-25,-0.5415,2157.9100
2014-02-26,-0.3780,2163.4100
2014-02-27,-0.4274,2154.1100
2014-02-28,-0.1643,2178.9700
2014-03-03,-0.1147,2190.3700
2014-03-04,-0.1677,2184.2700
2014-03-05,-0.5541,2163.9800
2014-03-06,-0.3585,2173.6300
2014-03-07,-0.4916,2168.3600
2014-03-10,-0.6595,2097.7900
2014-03-11,-0.2591,2108.6600
2014-03-12,-0.0885,2114.1300
2014-03-13,0.1377,2140.3300
2014-03-14,0.0078,2122.8400
2014-03-17,0.2159,2143.0400
2014-03-18,0.0993,2138.1300
2014-03-19,-0.1204,2120.8700
2014-03-20,-0.2492,2086.9700
2014-03-21,0.5308,2158.8000
2014-03-24,0.4684,2176.5500
2014-03-25,0.2797,2174.4400
2014-03-26,0.0055,2171.0500
2014-03-27,-0.0540,2155.7100
2014-03-28,-0.0021,2151.9700
2014-03-31,-0.1011,2146.3000
2014-04-01,0.0655,2163.1100
2014-04-02,0.4717,2180.7300
2014-04-03,0.2588,2165.0100
2014-04-04,0.4729,2185.4700
2014-04-08,0.7220,2237.3200
2014-04-09,0.6356,2238.6200
2014-04-10,0.6527,2273.7600
2014-04-11,0.5004,2270.6700
2014-04-14,0.0304,2268.6100
2014-04-15,-0.3754,2229.4600
2014-04-16,-0.4940,2232.5300
2014-04-17,-0.5860,2224.8000
2014-04-18,-0.5471,2224.4800
2014-04-21,-0.5566,2187.2500
2014-04-22,-0.4403,2196.7900
2014-04-23,-0.4364,2194.6700
2014-04-24,-0.5300,2190.4700
2014-04-25,-0.4895,2167.8300
2014-04-28,-0.5586,2134.9700
2014-04-29,-0.3553,2158.4700
2014-04-30,-0.3636,2158.6600
2014-05-05,-0.3240,2156.4700
2014-05-06,-0.3614,2157.3300
2014-05-07,-0.4384,2137.3200
2014-05-08,-0.4614,2135.5000
2014-05-09,-0.3534,2133.9100
2014-05-12,0.3113,2180.0500
2014-05-13,0.0937,2174.8500
2014-05-14,0.0111,2172.3700
2014-05-15,-0.3545,2144.0800
2014-05-16,-0.1552,2145.9500
2014-05-19,-0.4802,2115.1400
2014-05-20,-0.2713,2115.7700
2014-05-21,0.1140,2135.9100
2014-05-22,0.1223,2130.8700
2014-05-23,0.2443,2148.4100
2014-05-26,0.1533,2155.9800
2014-05-27,0.0110,2147.2800
2014-05-28,0.4799,2169.3500
2014-05-29,-0.1702,2155.1600
2014-05-30,-0.2823,2156.4600
2014-06-03,-0.4336,2149.9200
2014-06-04,-0.6121,2128.2700
2014-06-05,-0.0992,2150.6000
2014-06-06,-0.1318,2134.7200
2014-06-09,0.0330,2134.2800
2014-06-10,0.6456,2161.2700
2014-06-11,0.4637,2160.7700
2014-06-12,0.1299,2153.4100
2014-06-13,0.6754,2176.2400
2014-06-16,0.6146,2191.8500
2014-06-17,0.0922,2169.6700
2014-06-18,-0.2572,2160.2400
2014-06-19,-0.4962,2126.9100
2014-06-20,-0.3011,2136.7300
2014-06-23,-0.3029,2134.1100
2014-06-24,0.0636,2144.8200
2014-06-25,-0.1928,2133.3700
2014-06-26,0.2448,2149.0800
2014-06-27,0.4912,2150.2600
2014-06-30,0.6770,2165.1200
2014-07-01,0.6561,2164.5600
2014-07-02,0.4766,2170.8700
2014-07-03,0.6436,2180.1900
2014-07-04,0.2133,2178.7000
2014-07-07,0.1026,2176.2900
2014-07-08,0.0496,2180.4700
2014-07-09,-0.0658,2148.7100
2014-07-10,-0.1999,2142.8500
2014-07-11,-0.0682,2148.0100
2014-07-14,0.2079,2171.7600
2014-07-15,0.4089,2174.9800
2014-07-16,0.1840,2170.8700
2014-07-17,-0.0270,2157.0700
2014-07-18,-0.0419,2164.1400
2014-07-21,-0.0173,2166.2900
2014-07-22,0.6672,2192.7000
2014-07-23,0.7780,2197.8300
2014-07-24,0.8049,2237.0100
2014-07-25,0.6756,2260.4500
2014-07-28,0.8914,2323.9000
2014-07-29,0.6993,2331.3700
2014-07-30,0.6287,2322.0100
2014-07-31,0.7237,2350.2500
2014-08-01,0.3344,2329.4000
2014-08-04,0.6125,2375.6200
2014-08-05,0.3704,2369.3500
2014-08-06,0.0941,2363.2200
2014-08-07,-0.2380,2327.4600
2014-08-08,-0.1321,2331.1300
2014-08-11,-0.0098,2365.3500
2014-08-12,0.1253,2357.0500
2014-08-13,0.2706,2358.9000
2014-08-14,-0.1387,2335.9500
2014-08-15,0.2637,2360.6400
2014-08-18,0.3358,2374.5600
2014-08-19,0.3341,2374.7700
2014-08-20,-0.0115,2366.1400
2014-08-21,-0.3735,2354.2400
2014-08-22,-0.4162,2365.3600
2014-08-25,-0.7768,2342.8600
2014-08-26,-0.4746,2324.0900
2014-08-27,-0.3081,2327.5900
2014-08-28,-0.3785,2311.2800
2014-08-29,0.1257,2338.2900
2014-09-01,0.4278,2355.3200
2014-09-02,0.7845,2386.4600
2014-09-03,0.8875,2408.8400
2014-09-04,0.8624,2426.2200
2014-09-05,0.8013,2449.2600
2014-09-09,0.4683,2445.2200
2014-09-10,-0.0162,2432.4300
2014-09-11,-0.1293,2423.4500
2014-09-12,-0.1897,2438.3600
2014-09-15,-0.1354,2437.1900
2014-09-16,-0.6108,2388.7600
2014-09-17,-0.7754,2401.3300
2014-09-18,-0.6394,2408.6600
2014-09-19,-0.3459,2425.2100
2014-09-22,-0.6325,2378.9200
2014-09-23,-0.5572,2399.4600
2014-09-24,0.1449,2441.8600
2014-09-25,0.0759,2436.9700
2014-09-26,0.0928,2437.2000
2014-09-29,0.1536,2447.8000
2014-09-30,0.1178,2450.9900
2014-10-08,0.4944,2478.3800
2014-10-09,0.2204,2481.9600
2014-10-10,-0.1033,2466.7900
2014-10-13,-0.4313,2454.9500
2014-10-14,-0.6513,2446.5600
2014-10-15,-0.3384,2463.8700
2014-10-16,-0.8413,2444.4000
2014-10-17,-0.8401,2441.7300
2014-10-20,-0.6479,2454.7100
2014-10-21,-0.8358,2433.3900
2014-10-22,-0.7815,2418.6400
2014-10-23,-0.5872,2395.9400
2014-10-24,-0.4628,2390.7100
2014-10-27,-0.3465,2368.8300
2014-10-28,0.2846,2416.6500
2014-10-29,0.6015,2451.3800
2014-10-30,0.8010,2468.9300
2014-10-31,0.8330,2508.3200
2014-11-03,0.3541,2512.5500
2014-11-04,0.1439,2513.1700
2014-11-05,-0.0671,2503.4500
2014-11-06,-0.2397,2506.0700
2014-11-07,0.3508,2502.1500
2014-11-10,0.7872,2565.7300
2014-11-11,0.6278,2558.6100
2014-11-12,0.5105,2594.3200
2014-11-13,0.3238,2579.7500
2014-11-14,-0.1007,2581.0900
2014-11-17,-0.3184,2567.1000
2014-11-18,-0.3435,2541.4200
2014-11-19,-0.3210,2537.2200
2014-11-20,-0.1539,2537.1000
2014-11-21,0.3230,2583.4600
2014-11-24,0.9813,2649.2600
2014-11-25,0.9068,2685.5600
2014-11-26,0.9079,2723.0200
2014-11-27,0.9220,2754.4900
2014-11-28,0.8825,2808.8200
2014-12-01,0.8271,2819.8100
2014-12-02,0.8703,2923.9400
2014-12-03,0.9240,2967.5500
2014-12-04,0.7316,3104.3500
2014-12-05,0.7370,3124.8900
2014-12-08,0.5793,3252.8800
2014-12-09,0.4617,3106.9100
2014-12-10,0.4470,3221.5500
2014-12-11,0.3704,3183.0100
2014-12-12,0.1795,3193.2300
2014-12-15,0.3047,3217.2300
2014-12-16,0.4701,3303.4000
2014-12-17,0.6137,3360.6000
2014-12-18,0.3458,3345.9300
2014-12-19,0.4452,3383.1700
2014-12-22,0.2927,3394.4800
2014-12-23,0.0474,3324.9200
2014-12-24,-0.1865,3230.3900
2014-12-25,0.0777,3335.4200
2014-12-26,0.5335,3445.8400
2014-12-29,0.7576,3455.4600
2014-12-30,0.4897,3457.5500
2014-12-31,0.6949,3533.7100
2015-01-05,0.7103,3641.5400
2015-01-06,0.4396,3641.0600
2015-01-07,0.3876,3643.7900
2015-01-08,-0.4374,3559.2600
2015-01-09,-0.6493,3546.7200
2015-01-12,-0.4962,3513.5800
2015-01-13,-0.3444,3514.0400
2015-01-14,-0.2019,3502.4200
2015-01-15,-0.0831,3604.1200
2015-01-16,-0.2240,3635.1500
2015-01-19,-0.5389,3355.1600
2015-01-20,-0.4236,3396.2200
2015-01-21,0.0476,3548.8900
2015-01-22,0.2766,3567.6100
2015-01-23,0.2056,3571.7300
2015-01-26,0.2222,3607.9900
2015-01-27,0.0072,3574.9300
2015-01-28,-0.3877,3525.3200
2015-01-29,-0.6442,3481.8000
2015-01-30,-0.7176,3434.3900
2015-02-02,-0.6126,3353.9600
2015-02-03,-0.4176,3437.4500
2015-02-04,-0.5904,3401.7700
2015-02-05,-0.3422,3366.9500
2015-02-06,-0.4281,3312.4200
2015-02-09,-0.0572,3345.9200
2015-02-10,0.5067,3406.9400
2015-02-11,0.7488,3434.1200
2015-02-12,0.6116,3442.8700
2015-02-13,0.7823,3469.8300
2015-02-16,0.8312,3499.4800
2015-02-17,0.7792,3522.3200
2015-02-25,0.8156,3478.7300
2015-02-26,0.5339,3566.2900
2015-02-27,0.4230,3572.8400
2015-03-02,0.4326,3601.2600
2015-03-03,0.0585,3507.9000
2015-03-04,0.0526,3530.8200
2015-03-05,-0.0651,3496.3400
2015-03-06,-0.0730,3478.5200
2015-03-09,0.3382,3537.7500
2015-03-10,0.2872,3520.6100
2015-03-11,0.2330,3524.6500
2015-03-12,0.6867,3592.8400
2015-03-13,0.7405,3617.6600
2015-03-16,0.8322,3705.6700
2015-03-17,0.9318,3757.1200
2015-03-18,0.8631,3846.0500
2015-03-19,0.7819,3839.7400
2015-03-20,0.8870,3892.5700
2015-03-23,0.7699,3972.0600
2015-03-24,0.6449,3973.0500
2015-03-25,0.4901,3940.4100
2015-03-26,0.3390,3950.0000
2015-03-27,0.4491,3971.7000
2015-03-30,0.8747,4088.1800
2015-03-31,0.8633,4051.2000
2015-04-01,0.8818,4123.9000
2015-04-02,0.8308,4124.7800
2015-04-03,0.8949,4170.5400
2015-04-07,0.9110,4260.0400
2015-04-08,0.8839,4295.8000
2015-04-09,0.8466,4262.1400
2015-04-10,0.8656,4344.4200
2015-04-13,0.9463,4421.0700
2015-04-14,0.8840,4438.1800
2015-04-15,0.8184,4380.5100
2015-04-16,0.8822,4513.5500
2015-04-17,0.8346,4596.1400
2015-04-20,0.8333,4521.9200
2015-04-21,0.6872,4619.1600
2015-04-22,0.7117,4739.8100
2015-04-23,0.6406,4740.8900
2015-04-24,0.6234,4702.6400
2015-04-27,0.6070,4807.5900
2015-04-28,0.3742,4741.8600
2015-04-29,0.2954,4774.3300
2015-04-30,-0.0103,4749.8900
2015-05-04,-0.0948,4787.7400
2015-05-05,-0.4506,4596.8400
2015-05-06,-0.4112,4553.3300
2015-05-07,-0.2117,4470.0900
2015-05-08,-0.0432,4558.4000
2015-05-11,0.0606,4690.5300
2015-05-12,0.2992,4747.4200
2015-05-13,0.0825,4718.4400
2015-05-14,0.1797,4700.7800
2015-05-15,-0.2346,4617.4700
2015-05-18,-0.3832,4575.1400
2015-05-19,0.4469,4731.2200
2015-05-20,0.5494,4754.9200
2015-05-21,0.6667,4840.9800
2015-05-22,0.8848,4951.3300
2015-05-25,0.6616,5099.5000
2015-05-26,0.5656,5198.9200
2015-05-27,0.5707,5181.4300
2015-05-28,-0.1659,4834.0100
2015-05-29,-0.1937,4840.8300
2015-06-01,0.4645,5076.1800
